month,n,noisy,provisional,neg_share,severity_rate,reply_lag,reply_coverage,integrity,trust_bleed,z_neg_share,z_severity_rate,z_reply_lag,z_reply_coverage,z_integrity,z_trust_bleed,contrib_neg_share,contrib_severity_rate,contrib_reply_lag,contrib_reply_coverage,contrib_integrity,contrib_trust_bleed,deterioration,RHI,rhi_3mo
2024-02,126,False,False,0.1984126984126984,19.776,1.93359375,1.0,0.0,0.3658536585365853,0.1620230388493875,-2.395226099653504,-1.3079112049811277,-0.07025037232697555,-0.5345224838248488,1.012047896296588,0.4860691165481626,-5.9880652491337605,-3.2697780124528197,-0.035125186163487775,-0.5345224838248488,0.506023948148294,-0.883539786687846,108.83539786687847,103.4930599597974
2024-03,120,False,False,0.3333333333333333,39.412083333333335,4.443061342592593,1.0,0.0,0.3658536585365853,3.0,0.5433123100100897,0.8988853596095372,-0.07025037232697555,-0.5345224838248488,1.012047896296588,9.0,1.3582807750252244,2.247213399023843,-0.035125186163487775,-0.5345224838248488,0.506023948148294,1.2541870452209025,87.45812954779097,99.9170676128494
2024-04,122,False,False,0.27049180327868855,49.02242424242424,2.7542824074074073,1.0,0.0,0.6428571428571429,1.8721705407559273,1.9814991119262035,-0.5862071610193139,-0.07025037232697555,-0.5345224838248488,3.0,5.616511622267782,4.953747779815509,-1.465517902548285,-0.035125186163487775,-0.5345224838248488,1.5,1.0035093829546669,89.96490617045333,95.41947786170759
2024-05,105,False,False,0.23809523809523808,28.187333333333335,1.9542939814814815,1.0,0.0,0.6428571428571429,1.1035302375524458,-1.136470692228379,-1.2897076625825703,-0.07025037232697555,-0.5345224838248488,3.0,3.310590712657338,-2.8411767305709477,-3.224269156456426,-0.035125186163487775,-0.5345224838248488,1.5,-0.18245028443583725,101.82450284435838,93.0825128542009
2024-06,89,False,False,0.33707865168539325,41.10722222222223,2.4856712962962964,1.0,0.0,0.6428571428571429,3.0,0.7969897185928165,-0.8224206426998945,-0.07025037232697555,-0.5345224838248488,3.0,9.0,1.9924742964820412,-2.056051606749736,-0.035125186163487775,-0.5345224838248488,1.5,0.986677501974397,90.13322498025603,93.97421133168926
2024-07,81,False,False,0.3333333333333333,44.62592592592593,1.640613425925926,1.0,0.0,0.4666666666666667,3.0,1.3235634660165918,-1.565554688629929,-0.07025037232697555,-0.5345224838248488,2.8386681789835753,9.0,3.3089086650414794,-3.9138867215748228,-0.035125186163487775,-0.5345224838248488,1.4193340894917876,0.9244708362970108,90.7552916370299,94.23767315388143
2024-08,80,False,False,0.2875,39.41086956521739,2.8360300925925923,1.0,0.0,0.4666666666666667,2.2757066999377535,0.5431306697018579,-0.5143191990618019,-0.07025037232697555,-0.5345224838248488,2.8386681789835753,6.82712009981326,1.3578266742546448,-1.2857979976545046,-0.035125186163487775,-0.5345224838248488,1.4193340894917876,0.774883519591685,92.25116480408315,91.04656047378968
2024-09,82,False,False,0.23170731707317074,41.310526315789474,1.8483680555555555,1.0,0.0,0.4666666666666667,0.9519705421514664,0.8274141610667926,-1.3828576877609862,-0.07025037232697555,-0.5345224838248488,2.8386681789835753,2.855911626454399,2.0685354026669813,-3.4571442194024655,-0.035125186163487775,-0.5345224838248488,1.4193340894917876,0.2316989229222366,97.68301077077763,93.56315573729688
2024-10,67,False,False,0.417910447761194,51.33535714285714,2.800127314814815,1.0,0.0,0.65625,3.0,2.327629348364904,-0.5458916835573704,-0.07025037232697555,-0.5345224838248488,3.0,9.0,5.8190733709122595,-1.364729208893426,-0.035125186163487775,-0.5345224838248488,1.5,1.43846964920305,85.6153035079695,91.84982636094344
2024-11,52,False,False,0.36538461538461536,53.912807017543855,2.89416087962963,1.0,0.0,0.65625,3.0,2.7133445303173227,-0.4631996621891405,-0.07025037232697555,-0.5345224838248488,3.0,9.0,6.783361325793306,-1.157999155472851,-0.035125186163487775,-0.5345224838248488,1.5,1.555571450033212,84.44428549966788,89.24753325947167
2024-12,65,False,False,0.47692307692307695,41.170967741935485,1.9768518518518519,1.0,0.0,0.65625,3.0,0.8065292308744432,-1.2698705341873855,-0.07025037232697555,-0.5345224838248488,3.0,9.0,2.016323077186108,-3.174676335468464,-0.035125186163487775,-0.5345224838248488,1.5,0.8771999071729307,91.22800092827069,87.09586331196937
2025-01,82,False,False,0.47560975609756095,48.22863247863248,4.050138888888888,1.0,0.0,0.7916666666666666,3.0,1.8627082335427827,0.553353931531581,-0.07025037232697555,-0.5345224838248488,3.0,9.0,4.656770583856956,1.3833848288289523,-0.035125186163487775,-0.5345224838248488,1.5,1.5970507742697573,84.02949225730242,86.567259561747
2025-02,73,False,False,0.3698630136986301,45.741975308641976,1.9238078703703703,1.0,0.0,0.7916666666666666,3.0,1.4905801730920416,-1.3165167935178794,-0.07025037232697555,-0.5345224838248488,3.0,9.0,3.726450432730104,-3.291291983794699,-0.035125186163487775,-0.5345224838248488,1.5,1.0365510778947067,89.63448922105293,88.29732746887534
2025-03,74,False,False,0.36486486486486486,39.50617283950617,1.6866319444444444,1.0,0.0,0.7916666666666666,3.0,0.5573927976074207,-1.525086539579516,-0.07025037232697555,-0.5345224838248488,3.0,9.0,1.3934819940185517,-3.8127163489487894,-0.035125186163487775,-0.5345224838248488,1.5,0.7511117975081425,92.48888202491858,88.71762116775797
2025-04,81,False,False,0.2962962962962963,47.192361111111104,3.0201504629629627,1.0,0.0,0.7619047619047619,2.4844074623169314,1.707630300504736,-0.35240589043655723,-0.07025037232697555,-0.5345224838248488,3.0,7.453222386950795,4.26907575126184,-0.8810147260913931,-0.035125186163487775,-0.5345224838248488,1.5,1.1771635742132904,88.2283642578671,90.11724516794622
2025-05,74,False,False,0.47297297297297297,39.184761904761906,4.897650462962963,0.9864864864864865,0.0,0.7619047619047619,3.0,0.5092936751399275,1.2986457359119898,0.20096922729906408,-0.5345224838248488,3.0,9.0,1.2732341878498188,3.246614339779975,0.10048461364953205,-0.5345224838248488,1.5,1.4585810657454474,85.41418934254553,88.71047854177708
2025-06,83,False,False,0.4578313253012048,37.169122807017544,2.2925578703703704,1.0,0.0,0.7619047619047619,3.0,0.20765343415119616,-0.9922423396078783,-0.07025037232697555,-0.5345224838248488,3.0,9.0,0.5191335853779904,-2.4806058490196956,-0.035125186163487775,-0.5345224838248488,1.5,0.7968880066369958,92.03111993363004,88.55789117801423
2025-07,72,False,False,0.2777777777777778,39.01833333333333,3.6922569444444444,0.9861111111111112,0.0,0.65625,2.045037436255505,0.48438765181000465,0.23863671905979428,0.20850310506645364,-0.5345224838248488,3.0,6.135112308766514,1.2109691295250116,0.5965917976494857,0.10425155253322682,-0.5345224838248488,1.5,0.9012402304649391,90.98759769535062,89.47763565717538
2025-08,83,False,False,0.3132530120481928,37.35448717948718,12.949293981481482,1.0,0.0,0.65625,2.8867221849755884,0.23539319869785366,3.0,-0.07025037232697555,-0.5345224838248488,3.0,8.660166554926764,0.5884829967446342,7.5,-0.035125186163487775,-0.5345224838248488,1.5,1.7679001881683063,82.32099811831694,88.44657191576586
2025-09,86,False,False,0.3488372093023256,49.456111111111106,5.111435185185186,0.9883720930232558,0.0,0.65625,3.0,2.0464003195534755,1.4866455299537866,0.1631246320024083,-0.5345224838248488,3.0,9.0,5.116000798883689,3.716613824884467,0.08156231600120414,-0.5345224838248488,1.5,1.887965445594451,81.12034554405548,84.809647119241
2025-10,73,False,False,0.3561643835616438,40.51891025641025,9.114675925925926,0.9863013698630136,0.0,0.7692307692307693,3.0,0.7089488766868093,3.0,0.20468456428024437,-0.5345224838248488,3.0,9.0,1.772372191717023,7.5,0.10234228214012217,-0.5345224838248488,1.5,1.9340191990032296,80.6598080099677,81.36705055744672
2025-11,75,False,False,0.3333333333333333,47.06666666666667,5.054606481481481,1.0,0.0,0.7692307692307693,3.0,1.6888201362468622,1.4366710299946488,-0.07025037232697555,-0.5345224838248488,3.0,9.0,4.222050340617155,3.5916775749866217,-0.035125186163487775,-0.5345224838248488,1.5,1.7744080245615441,82.25591975438456,81.34535776946925
2025-12,70,False,False,0.3,37.42063492063492,12.02892361111111,0.9571428571428572,0.0,0.7692307692307693,2.572281467529217,0.2452922032383949,3.0,0.7899032150584654,-0.5345224838248488,3.0,7.716844402587651,0.6132305080959872,7.5,0.3949516075292327,-0.5345224838248488,1.5,1.7190504034388023,82.80949596561197,81.90840790998807
2026-01,71,False,False,0.39436619718309857,39.41011904761905,7.037175925925926,0.971830985915493,0.0,0.5517241379310345,3.0,0.543018354799114,3.0,0.4951087930906849,-0.5345224838248488,3.0,9.0,1.3575458869977848,7.5,0.24755439654534242,-0.5345224838248488,1.5,1.9070577799718278,80.92942220028172,81.99827930675941
2026-02,70,False,False,0.35714285714285715,39.94033333333333,6.863414351851852,0.9571428571428572,0.0,0.5517241379310345,3.0,0.6223648832016938,3.0,0.7899032150584654,-0.5345224838248488,3.0,9.0,1.5559122080042345,7.5,0.3949516075292327,-0.5345224838248488,1.5,1.9416341331708618,80.58365866829138,81.44085894472836
2026-03,85,False,False,0.2823529411764706,43.59305555555556,13.501875,0.8941176470588236,0.0,0.5517241379310345,2.1535876779883276,1.1689944919491162,3.0,2.0548349612135266,-0.5345224838248488,3.0,6.460763033964984,2.9224862298727907,7.5,1.0274174806067633,-0.5345224838248488,1.5,1.8876144260619687,81.12385573938032,80.8789788693178
2026-04,61,False,False,0.2786885245901639,39.61176470588235,20.12579861111111,0.5737704918032787,0.0,1.0,2.066645798192951,0.5731946125532629,3.0,3.0,-0.5345224838248488,3.0,6.199937394578853,1.4329865313831573,7.5,1.5,-0.5345224838248488,1.5,1.7598401442137162,82.40159855786284,81.36970432184485
2026-05,71,False,True,0.323943661971831,48.172463768115946,8.051238425925925,1.0,0.0,1.0,3.0,1.8543025901936372,3.0,-0.07025037232697555,-0.5345224838248488,3.0,9.0,4.635756475484093,7.5,-0.035125186163487775,-0.5345224838248488,1.5,2.206610880549576,77.93389119450424,80.48644849724913
